name chr start stop
99 AC187090 8 9379651 9380954
100 AC187096 8 20927774 20932981
101 AC187098 7 174881879 174883537
102 AC187209 2 4661536 4663151
103 AC187212 2 9560322 9563045
104 AC187222 3 139310833 139312517
105 AC187243 8 123144000 123144551
106 AC187262 1 184732929 184733550
107 AC187263 8 24771492 24772043
108 AC187279 6 48733756 48734226
109 AC187283 6 85771923 85772171
110 AC187393 8 13667370 13668397
111 AC187404 10 60757204 60757918
112 AC187469 9 140761756 140762490
113 AC187485 8 67253699 67255118
114 AC187560 7 5531910 5532239
115 AC187567 6 131649643 131650089
116 AC187789 9 30459749 30460006
117 AC187800 1 65648323 65648610
118 AC187813 5 186874460 186874861
119 AC187818 8 1355030 1355446
120 AC187826 8 125052076 125053454
121 AC187870 8 44995750 44997412
122 AC187885 6 120128001 120128472
123 AC187887 6 132416642 132417222
124 AC187899 10 79691285 79691891
125 AC187901 9 28993001 28993498
126 AC187903 10 132160234 132160551
127 AC187910 8 149331137 149333313
128 AC188000 10 91792106 91792933
129 AC188134 5 211750316 211752372
130 AC188583 9 10533793 10534373
131 AC188612 10 4722205 4723095
132 AC188710 6 129321358 129327431
133 AC188718 7 125570036 125572243
134 AC188721 7 142682250 142683596
135 AC188722 10 34738560 34738853
136 AC188724 8 73645074 73645961
137 AC188727 9 6371876 6374643
138 AC188755 6 64475394 64476116
139 AC188831 2 9499398 9499856
140 AC188838 6 150852508 150854139
141 AC189048 6 23959268 23960772
142 AC189052 1 177865164 177868242
143 AC189056 10 46715450 46715938
144 AC189280 4 171871759 171875449
145 AC189750 7 152388542 152391231
146 AC189770 9 120942966 120948124
147 AC189771 5 73325083 73325517
148 AC189792 8 76747660 76748265
149 AC189795 10 144362543 144363262
150 AC189883 10 58126835 58127744
151 AC190225 8 60844538 60846288
152 AC190485 4 95568498 95569121
153 AC190496 1 269004258 269005065
154 AC190507 2 88395414 88396217
155 AC190587 9 114054272 114056981
156 AC190590 10 53201932 53202456
157 AC190614 5 16715193 16715684
158 AC190623 3 192096911 192097670
159 AC190630 10 18013394 18015777
160 AC190632 4 151532806 151536232
161 AC190643 5 212258577 212259139
162 AC190688 8 169682505 169688259
163 AC190701 3 44555304 44561184
164 AC190716 5 8844620 8847252
165 AC190749 4 162114430 162115489
166 AC190757 9 153367739 153370789
167 AC190763 1 145500899 145501384
168 AC190772 4 28378947 28379567
169 AC190788 2 200349628 200350131
170 AC190789 10 147743958 147744464
171 AC190799 1 9062502 9063230
172 AC190811 2 146055936 146056739
173 AC190841 2 230083974 230084297
174 AC190883 3 200267429 200270495
175 AC190922 5 61542729 61543220
176 AC190925 5 115325114 115325593
177 AC190934 1 29494077 29494619
178 AC191048 5 4152737 4153417
179 AC191050 2 58280631 58283017
180 AC191064 9 123861502 123862716
181 AC191098 7 51535239 51535669
182 AC191107 2 169254363 169256768
183 AC191113 2 6355758 6357734
184 AC191115 2 83958317 83968046
185 AC191254 5 176237626 176239161
186 AC191283 2 115393594 115399221
187 AC191305 4 217887577 217888476
188 AC191317 1 64989862 64990392
189 AC191361 5 213949329 213949862
190 AC191380 1 169204281 169204967
191 AC191410 5 204832978 204833719
192 AC191523 4 30027478 30028655
193 AC191551 3 47075946 47079281
194 AC191562 3 134807705 134808145
195 AC191568 3 26086985 26088558
196 AC191577 5 137163652 137165547
197 AC191578 3 155668210 155668944
198 AC191650 3 153408551 153409258
199 AC191676 5 15563427 15564321
200 AC191735 7 149929010 149929827
201 AC191748 3 216809236 216812147
202 AC191778 4 17897174 17897692
203 AC191782 3 67992821 67993698
204 AC191804 5 153179881 153180914
205 AC192175 9 153149245 153149661
206 AC192240 5 67242721 67243307
207 AC192330 10 140022557 140024392
208 AC192368 4 65912988 65913485
209 AC192372 5 124117903 124118250
210 AC192405 4 207200919 207201856
211 AC193318 3 184320028 184320820
212 AC193335 1 174078431 174078817
213 AC193402 10 120463512 120465059
214 AC193440 2 47488905 47491447
215 AC193464 3 45918679 45919658
216 AC193466 2 176426425 176426916
217 AC193479 8 68570298 68570750
218 AC193499 2 175196635 175197339
219 AC193500 1 1778108 1779259
220 AC193503 7 9136953 9137495
221 AC193576 10 96482979 96483505
222 AC193592 9 40376349 40380249
223 AC193625 4 12114483 12114929
224 AC193632 4 39826988 39829329
225 AC193658 9 25190395 25190841
226 AC193786 8 157462748 157463804
227 AC194008 1 255693528 255695738
228 AC194016 2 113707960 113708253
229 AC194022 3 2782925 2783194
230 AC194032 9 151962827 151965793
231 AC194045 9 54415590 54416185
232 AC194056 3 213630023 213630295
233 AC194072 1 282611389 282613184
234 AC194104 10 5379671 5379895
235 AC194112 8 65613366 65614415
236 AC194136 10 85464869 85465291
237 AC194158 5 17912795 17913388
238 AC194163 2 138072492 138072884
239 AC194176 1 183553492 183554082
240 AC194203 2 213151790 213152212
241 AC194219 5 39164679 39165801
242 AC194259 4 241819170 241822182
243 AC194264 1 205546204 205550029
244 AC194298 3 204655709 204655897
245 AC194325 2 33715515 33716472
246 AC194341 8 140911383 140913125
247 AC194350 6 118364042 118367226
248 AC194355 8 55711555 55712496
249 AC194357 4 197908195 197908632
250 AC194402 5 14585398 14587921
251 AC194405 8 171121227 171122370
252 AC194425 3 191337215 191338020
253 AC194428 1 5010339 5014204
254 AC194457 7 39580163 39581665
255 AC194478 6 72418626 72421163
256 AC194597 6 54811345 54811881
257 AC194609 1 176075757 176076455
258 AC194613 5 122298474 122298950
259 AC194633 8 8339030 8340541
260 AC194666 4 9731221 9737763
261 AC194670 4 206659750 206662300
262 AC194712 4 151322914 151323672
263 AC194824 6 120691964 120693245
264 AC194828 6 150935118 150935915
265 AC194852 6 103800721 103802268
266 AC194898 8 43058504 43061084
267 AC194912 5 195161824 195162408
268 AC194914 1 99547305 99547943
269 AC194940 9 119309280 119309540
270 AC194942 8 104735395 104738150
271 AC194970 2 207890125 207891290
272 AC194972 3 212911820 212912713
273 AC194977 7 160055378 160061648
274 AC194980 4 177635393 177635794
275 AC195135 1 288876422 288876694
276 AC195147 7 168121925 168122395
277 AC195154 3 203572897 203579776
278 AC195168 3 71653295 71653633
279 AC195207 1 161554816 161557133
280 AC195235 2 13466585 13474919
281 AC195244 3 189451244 189452014
282 AC195260 1 13030395 13033200
283 AC195331 3 218853867 218854052
284 AC195340 5 5379303 5384289
285 AC195351 6 73669353 73670132
286 AC195370 7 65768084 65768980
287 AC195389 6 10068752 10069819
288 AC195402 1 130823899 130824372
289 AC195485 3 108866634 108868406
290 AC195545 2 85417016 85417540
291 AC195794 1 207936194 207936892
292 AC195796 4 162590726 162592246
293 AC195798 8 83297146 83297481
294 AC195806 6 48878622 48879616
295 AC195807 8 157905406 157905750
296 AC195825 2 179734345 179737268
297 AC195860 6 164068998 164070827
298 AC195864 7 167525770 167526111
299 AC195957 5 88597023 88598171
300 AC195959 9 709106 712583
301 AC196009 3 166362377 166362580
302 AC196019 3 166988384 166991831
303 AC196025 5 71044693 71047186
304 AC196059 9 150978195 150980819
305 AC196065 7 53195089 53195532
306 AC196066 1 248519560 248520953
307 AC196082 8 99465680 99466498
308 AC196096 4 55223463 55225642
309 AC196105 3 151846940 151848070
310 AC196106 2 227844147 227846072
311 AC196123 3 159748612 159750847
312 AC196143 3 88060208 88061152
313 AC196171 9 39242763 39244487
314 AC196202 10 71822552 71823193
315 AC196278 4 208586271 208587761
316 AC196417 3 155387358 155387709
317 AC196420 2 71871022 71875333
318 AC196431 4 44160763 44169940
319 AC196432 5 24232080 24232925
320 AC196436 7 75772184 75772636
321 AC196437 9 37421688 37429410
322 AC196575 5 190484130 190485997
323 AC196637 3 170582264 170583826
324 AC196708 4 238231510 238231908
325 AC196714 10 50616673 50621839
326 AC196719 2 104130490 104130861
327 AC196956 7 78384309 78386957
328 AC196961 7 148119935 148120246
329 AC196974 4 6169967 6170717
330 AC196978 10 4519228 4520682
331 AC196984 3 130799577 130800546
332 AC197013 7 159072029 159072691
333 AC197029 7 105535241 105536693
334 AC197038 7 74832395 74832927
335 AC197054 1 268608515 268609030
336 AC197056 2 76048941 76053307
337 AC197109 5 45205695 45208615
338 AC197118 5 78854170 78855444
339 AC197124 6 112093850 112094945
340 AC197146 10 2469594 2470557
341 AC197164 5 59157457 59159966
342 AC197246 1 192021033 192023662
343 AC197265 5 83182422 83182898
344 AC197267 9 51816232 51816516
345 AC197274 4 180294667 180295360
346 AC197340 2 42594226 42594600
347 AC197355 5 105006707 105006913
348 AC197373 3 41195538 41195750
349 AC197376 6 115898529 115899412
350 AC197477 7 157976808 157978275
351 AC197541 3 169077671 169078677
352 AC197545 1 27402071 27407508
353 AC197575 2 33124626 33127510
354 AC197583 10 69086965 69087651
355 AC197718 3 160350168 160350773
356 AC197738 1 291557247 291557675
357 AC197757 4 25368083 25368340
358 AC197770 10 96023415 96024029
359 AC197783 4 200090785 200093282
360 AC197837 9 92432135 92432908
361 AC197903 3 7935061 7935883
362 AC197909 6 66161438 66162930
363 AC198019 9 72385688 72386059
364 AC198122 9 70874546 70878318
365 AC198169 5 188439377 188441191
366 AC198179 6 35314660 35316716
367 AC198230 8 49872504 49872996
368 AC198353 2 189421294 189435458
369 AC198357 7 85368611 85369622
370 AC198371 10 5885143 5885502
371 AC198380 7 101903596 101905053
372 AC198382 10 20648082 20649014
373 AC198393 7 71698890 71699513
374 AC198403 4 10908007 10908645
375 AC198479 7 118118380 118119710
376 AC198481 7 170140854 170144943
377 AC198490 8 105803146 105804554
378 AC198506 10 124447002 124448138
379 AC198509 10 114832384 114832975
380 AC198510 8 66191983 66192444
381 AC198518 3 107365575 107376901
382 AC198597 7 136831818 136832429
383 AC198691 3 201937834 201939523
384 AC198700 2 221315241 221316128
385 AC198721 10 12419043 12421373
386 AC198766 5 153520947 153521894
387 AC198781 10 5283319 5283543
388 AC198787 10 85713004 85713728
389 AC198937 4 83598015 83599405
390 AC198940 2 219482609 219484101
391 AC198979 1 10988031 10988423
392 AC198981 2 176490589 176492124
393 AC198993 4 85305111 85307490
394 AC199001 8 134437378 134439226
395 AC199039 8 134989566 134990872
396 AC199043 8 68449768 68450025
397 AC199054 9 121056459 121057219
398 AC199067 3 176496420 176497055
399 AC199315 8 137759714 137759959
400 AC199355 10 117236051 117237491
401 AC199382 10 136364044 136364770
402 AC199439 8 145222300 145228514
403 AC199479 5 164106027 164107870
404 AC199481 4 48491251 48493168
405 AC199492 8 148959740 148960027
406 AC199524 1 171087606 171088259
407 AC199577 5 81899642 81900229
408 AC199624 7 2558147 2560699
409 AC199632 8 154243351 154244932
410 AC199703 10 34506764 34507279
411 AC199768 2 224054778 224055587
412 AC199771 8 133650078 133650413
413 AC199782 2 195008291 195011505
414 AC199873 3 13999315 14000310
415 AC199893 1 229768675 229769373
416 AC199956 8 41138528 41139091
417 AC200047 10 87580509 87580877
418 AC200069 10 115957868 115958462
419 AC200122 6 103519564 103520313
420 AC200124 6 62906675 62907010
421 AC200138 1 149102344 149104392
422 AC200143 7 159212640 159213433
423 AC200178 2 94558678 94559148
424 AC200215 5 158082236 158084792
425 AC200225 10 52766705 52767221
426 AC200228 1 107029873 107031732
427 AC200240 8 130758907 130759643
428 AC200256 1 234999272 235000223
429 AC200287 6 86206158 86211021
430 AC200535 3 161441079 161441513
431 AC200540 7 137150658 137151814
432 AC200739 9 85504986 85505429
433 AC200876 3 57239255 57240268
434 AC200904 3 33171201 33175005
435 AC201769 6 45872526 45872837
436 AC201791 5 176834174 176836153
437 AC201797 1 273898097 273899789
438 AC201969 6 64799713 64801098
439 AC201995 2 203878820 203880618
440 AC202011 1 206385255 206385971
441 AC202040 5 33949484 33950983
442 AC202073 2 47164103 47167284
443 AC202092 10 49511567 49512109
444 AC202179 6 83797316 83799644
445 AC202181 8 150500176 150501036
446 AC202185 1 122169769 122170959
447 AC202187 4 87786424 87788218
448 AC202384 2 212094754 212095766
449 AC202396 5 23786384 23786996
450 AC202417 7 126255791 126256087
451 AC202439 6 113848060 113853626
452 AC202534 2 222250322 222250852
453 AC202567 5 155078442 155083575
454 AC202855 4 195800399 195801067
455 AC202867 3 132338848 132339498
456 AC202921 3 178335948 178336418
457 AC202930 9 94921230 94921649
458 AC202950 5 1442305 1443648
459 AC202953 1 207219396 207219755
460 AC202991 4 199734374 199735510
461 AC203006 5 204109159 204110040
462 AC203019 1 262631263 262632023
463 AC203048 5 21236878 21238076
464 AC203090 1 215039110 215039376
465 AC203101 6 122296523 122297559
466 AC203148 8 113429060 113431016
467 AC203173 8 174704704 174705862
468 AC203176 6 13423878 13424672
469 AC203220 7 82426758 82431201
470 AC203227 8 72686293 72686873
471 AC203228 7 125799136 125799693
472 AC203237 8 108854645 108855896
473 AC203262 1 148522912 148523271
474 AC203280 1 119986431 119987661
475 AC203306 6 60977409 60978952
476 AC203324 5 199192554 199194175
477 AC203359 5 184876164 184876598
478 AC203381 8 173616237 173616479
479 AC203382 1 223854265 223855707
480 AC203392 8 166633873 166636621
481 AC203394 2 128229815 128231627
482 AC203437 10 114968461 114969201
483 AC203571 9 113626763 113627665
484 AC203672 7 114584304 114584768
485 AC203752 6 96852559 96855516
486 AC203754 6 151324495 151328709
487 AC203802 10 105893017 105893472
488 AC203806 3 166570952 166572640
489 AC203831 3 5330304 5334325
490 AC203841 10 124203420 124206245
491 AC203847 8 132497812 132499542
492 AC203855 8 140616953 140617243
493 AC203928 9 92723342 92723680
494 AC203944 4 156055069 156055530
495 AC203956 9 113501771 113507403
496 AC203957 2 175112513 175113155
497 AC203966 1 299607381 299608496
498 AC203976 8 63472279 63473710
499 AC204015 4 60178146 60182678
500 AC204051 2 67638304 67638774
501 AC204212 5 201176613 201176903
502 AC204254 8 8731323 8731769
503 AC204277 8 118056368 118180778
504 AC204292 6 137202357 137202761
505 AC204298 5 135329432 135331774
506 AC204311 2 123584828 123587646
507 AC204352 6 157024878 157026267
508 AC204381 3 192472924 192477077
509 AC204437 10 144630460 144631173
510 AC204476 5 186583176 186584730
511 AC204502 8 169827039 169828124
512 AC204530 1 61615319 61623145
513 AC204552 1 89105179 89106925
514 AC204563 7 11798209 11799471
515 AC204569 2 111759921 111760958
516 AC204591 1 249670690 249671107
517 AC204605 4 37222415 37223459
518 AC204662 6 14780581 14781189
519 AC204712 3 200055709 200056337
520 AC204717 2 163613310 163614610
521 AC204763 6 159665741 159666981
522 AC204768 7 98942869 98944398
523 AC204772 7 143426116 143426532
524 AC204891 4 151943620 151949271
525 AC204931 1 54339822 54341185
526 AC204953 2 139539324 139540016
527 AC205035 6 128958829 128962729
528 AC205078 2 46578258 46579055
529 AC205122 7 2136346 2138599
530 AC205158 4 49816102 49817675
531 AC205165 9 29960061 29960432
532 AC205171 2 81348344 81348745
533 AC205175 1 100584532 100586298
534 AC205250 8 168672731 168673372
535 AC205274 8 51816720 51817223
536 AC205320 7 6074885 6075509
537 AC205331 5 114357687 114359514
538 AC205369 3 27009795 27010493
539 AC205395 6 121885339 121886398
540 AC205411 5 130069267 130069707
541 AC205476 6 67248696 67249298
542 AC205484 4 124806078 124815001
543 AC205485 4 183259293 183262134
544 AC205490 5 5625702 5626439
545 AC205496 4 75586024 75586524
546 AC205513 1 101000402 101001764
547 AC205521 4 69364289 69368910
548 AC205558 1 102933979 102934377
549 AC205560 4 122584264 122586160
550 AC205562 4 73393296 73394258
551 AC205567 1 81969963 81970748
552 AC205574 3 3475924 3478585
553 AC205591 4 215231587 215232526
554 AC205672 4 145522532 145523547
555 AC205703 5 181052731 181062140
556 AC205709 9 135087675 135088943
557 AC205712 9 45980491 45981957
558 AC205722 4 37144281 37195443
559 AC205725 1 23581656 23585140
560 AC205813 3 195834713 195836359
561 AC205833 3 103470879 103471521
562 AC205888 1 59139736 59143161
563 AC205907 2 57262956 57263591
564 AC205968 5 59454147 59454392
565 AC206156 6 14457923 14458954
566 AC206165 6 159812446 159814104
567 AC206166 7 104563777 104564175
568 AC206184 6 49259132 49259713
569 AC206194 10 120852363 120853621
570 AC206198 1 219771138 219772223
571 AC206201 1 295012115 295016498
572 AC206217 6 151987439 151987999
573 AC206227 5 116457822 116461791
574 AC206262 6 157339389 157339744
575 AC206266 9 17912059 17915143
576 AC206332 4 125517342 125520175
577 AC206503 2 106348790 106352680
578 AC206519 5 83061702 83062364
579 AC206582 9 28455440 28456056
580 AC206642 2 78235122 78237315
581 AC206647 9 147765777 147766127
582 AC206655 6 12702070 12702450
583 AC206698 8 116970512 116973541
584 AC206700 5 93866207 93867113
585 AC206763 2 183041787 183068678
586 AC206768 3 88519056 88522043
587 AC206831 9 147596679 147598597
588 AC206832 4 154055826 154056533
589 AC206946 6 113217949 113221227
590 AC206951 1 17510767 17511249
591 AC206952 4 186223872 186225984
592 AC206969 4 38479486 38481293
593 AC206980 2 5106347 5106922
594 AC206989 1 196339497 196340170
595 AC206999 1 172746375 172750288
596 AC207019 1 252588803 252589604
597 AC207080 5 187357227 187359834
598 AC207188 2 20744009 20744560
599 AC207189 6 131109158 131109433
600 AC207260 6 88980247 88980717
601 AC207265 9 14841003 14847246
602 AC207328 4 127236626 127237165
603 AC207383 2 171872331 171873419
604 AC207533 2 152833438 152833800
605 AC207544 7 3870476 3872464
606 AC207546 1 298045366 298052522
607 AC207549 1 66427079 66427957
608 AC207575 6 84725441 84725872
609 AC207619 1 192886113 192887372
610 AC207649 6 5722514 5724777
611 AC207655 7 137015472 137020065
612 AC207722 7 147094051 147095216
613 AC207732 2 187341380 187342009
614 AC207740 3 4877182 4877431
615 AC207755 10 6168361 6170371
616 AC207793 3 98618272 98619422
617 AC207798 6 128666752 128668062
618 AC207814 3 58538504 58539649
619 AC207888 2 234934166 234936217
620 AC207890 4 94458790 94464286
621 AC208023 9 108726776 108730185
622 AC208042 8 745608 746384
623 AC208082 5 14002352 14005405
624 AC208109 7 31523955 31527309
625 AC208113 1 263063404 263064558
626 AC208217 5 84552356 84552583
627 AC208221 2 38530563 38533169
628 AC208308 1 155357505 155358597
629 AC208346 3 183632832 183634775
630 AC208348 5 216749556 216751130
631 AC208436 1 45103541 45110166
632 AC208559 4 125133238 125135926
633 AC208564 1 186769872 186771158
634 AC208576 1 63593804 63595171
635 AC208577 5 174986846 174987395
636 AC208579 10 144118957 144122482
637 AC208610 2 237551299 237551802
638 AC208641 4 11641272 11643751
639 AC208724 4 230752308 230755183
640 AC208848 3 110539372 110539857
641 AC208892 2 216992253 216993394
642 AC208895 3 33198963 33205071
643 AC208897 1 27116753 27121571
644 AC208905 9 18954282 18954557
645 AC208916 6 150297817 150298482
646 AC208920 4 78282424 78283106
647 AC209016 1 297335638 297339666
648 AC209051 5 170808922 170811959
649 AC209093 3 190827324 190830545
650 AC209168 5 189966347 189966802
651 AC209206 10 137483609 137485989
652 AC209208 5 193289285 193293210
653 AC209212 1 299763003 299765663
654 AC209332 5 21048366 21051225
655 AC209364 3 225847304 225847999
656 AC209438 1 58612001 58612577
657 AC209629 6 118886362 118887781
658 AC209636 6 146759981 146761060
659 AC209651 9 33514579 33515076
660 AC209704 2 48486709 48487849
661 AC209705 9 72007534 72010517
662 AC209710 7 27136557 27137731
663 AC209718 3 5567041 5568966
664 AC209723 7 79231473 79234903
665 AC209732 4 85420726 85427341
666 AC209738 3 219185895 219186746
667 AC209739 2 111946588 111947664
668 AC209744 3 130287229 130288169
669 AC209768 2 234259842 234260285
670 AC209778 9 126785235 126785764
671 AC209784 3 181029393 181032190
672 AC209810 3 165488280 165489386
673 AC209831 3 203840464 203843595
674 AC209835 5 21903402 21908618
675 AC209845 1 200534560 200535444
676 AC209859 6 128136101 128137592
677 AC209871 10 90381629 90382024
678 AC209898 5 59747662 59750475
679 AC209946 6 73965119 73980837
680 AC209962 8 107622174 107622494
681 AC210005 1 176458022 176460052
682 AC210013 5 3324795 3325808
683 AC210163 3 169777886 169778230
684 AC210173 1 224102015 224105677
685 AC210189 3 115028399 115030086
686 AC210193 3 196630718 196631557
687 AC210280 9 104395999 104441765
688 AC210413 8 125930060 125930944
689 AC210422 3 221997560 221998315
690 AC210595 9 43528360 43531127
691 AC210669 8 52843676 52844559
692 AC210670 7 93774782 93778884
693 AC210724 2 192709181 192710126
694 AC210727 10 35340112 35342514
695 AC210731 6 164521728 164522009
696 AC210741 3 142042253 142044673
697 AC210792 8 125672891 125674939
698 AC210809 4 228953557 228956274
699 AC210828 1 172858022 172858531
700 AC210848 5 89755507 89760883
701 AC210883 5 19204044 19206292
702 AC210949 5 122985790 122987403
703 AC210961 5 12162679 12163338
704 AC210976 2 232051046 232052734
705 AC211175 3 199925329 199929014
706 AC211178 9 146327728 146328498
707 AC211190 5 144563243 144566913
708 AC211250 6 83294651 83295708
709 AC211261 1 17749666 17752419
710 AC211269 5 160705269 160705823
711 AC211276 5 16435870 16436952
712 AC211325 3 15218187 15218842
713 AC211328 8 108504350 108504865
714 AC211352 5 173521042 173522448
715 AC211357 5 212650032 212650541
716 AC211359 7 147871598 147872710
717 AC211398 2 165539524 165539994
718 AC211401 1 271251593 271252825
719 AC211403 3 47601888 47605588
720 AC211411 5 158263775 158265213
721 AC211467 1 126123793 126124206
722 AC211478 3 141524463 141524927
723 AC211479 9 87129326 87130576
724 AC211513 1 80488728 80491611
725 AC211514 5 84374907 84376766
726 AC211577 1 97282414 97282725
727 AC211639 1 267486714 267487564
728 AC211669 3 176096084 176096802
729 AC211687 8 15878366 15879552
730 AC211702 2 209318964 209320529
731 AC211737 5 193210575 193218286
732 AC211744 3 96926424 96926870
733 AC211758 4 227994987 227998301
734 AC211933 9 101794869 101797379
735 AC212112 5 206244868 206250336
736 AC212186 1 256619255 256619695
737 AC212187 9 64034455 64034778
738 AC212219 1 44959524 44965072
739 AC212231 1 73108915 73110753
740 AC212244 1 205286083 205287033
741 AC212286 5 178019786 178020826
742 AC212323 1 179895948 179896877
743 AC212343 4 210223762 210224408
744 AC212353 9 3476383 3477618
745 AC212394 6 153381011 153381292
746 AC212451 2 218673730 218674577
747 AC212457 6 107924421 107925152
748 AC212465 6 115489705 115489989
749 AC212467 5 87963083 87963388
750 AC212570 7 20630440 20632053
751 AC212574 4 194388248 194389120
752 AC212575 8 10657363 10658883
753 AC212685 7 48556297 48557470
754 AC212755 4 6213595 6214242
755 AC212779 2 63479746 63480702
756 AC212887 6 117270438 117271986
757 AC212898 3 214798477 214800910
758 AC212976 1 175322341 175322751
759 AC213395 5 56885996 56887222
760 AC213398 3 138325441 138328272
761 AC213455 7 158170083 158171896
762 AC213463 5 13055786 13056733
763 AC213600 3 44316721 44341440
764 AC213619 2 53451022 53451429
765 AC213621 6 151764108 151772606
766 AC213629 1 213937697 213938287
767 AC213631 8 170326580 170327519
768 AC213651 9 44668282 44670431
769 AC213654 3 187955309 187956397
770 AC213666 4 24212769 24213260
771 AC213668 1 41089554 41091391
772 AC213670 1 184997074 184997601
773 AC213800 6 136472085 136472786
774 AC213884 6 140654814 140658704
775 AC213896 9 9403905 9405942
776 AC213981 1 122892268 122892714
777 AC214046 10 148429894 148430517
778 AC214119 7 9539807 9546678
779 AC214168 2 56303460 56307448
780 AC214256 5 3988001 3989485
781 AC214257 4 109085684 109086142
782 AC214266 10 42538724 42541153
783 AC214267 1 239472074 239474744
784 AC214353 3 102505801 102506443
785 AC214358 6 28986447 28987419
786 AC214359 3 109697715 109701112
787 AC214484 5 29989291 29989755
788 AC214485 4 217061437 217062756
789 AC214502 8 15331212 15331838
790 AC214503 9 21108088 21108534
791 AC214531 4 68666651 68670321
792 AC214660 2 110181145 110183384
793 AC214764 3 111181062 111181466
794 AC214765 6 119698231 119698554
795 AC214791 10 36388692 36389587
796 AC214840 2 155880882 155886798
797 AC214841 1 34519884 34520393
798 AC215181 5 10507848 10508828
799 AC215195 1 289400417 289401169
800 AC215201 6 142273602 142277673
801 AC215244 4 193913421 193938698
802 AC215260 3 17028295 17029722
803 AC215290 2 39656239 39657693
804 AC215302 9 96449093 96449377
805 AC215501 2 200454311 200456386
806 AC215509 5 148279980 148280828
807 AC215607 9 54962396 54963242
808 AC215611 7 171735072 171735575
809 AC215678 2 10756895 10758167
810 AC215690 10 106806917 106810314
811 AC215811 5 68433825 68438097
812 AC215875 9 36232366 36233372
813 AC215994 2 10396314 10400046
814 AC216010 3 139058878 139066205
815 AC216067 4 204522926 204524923
816 AC216070 5 198264387 198267356
817 AC216199 9 117790161 117790850
818 AC216229 10 128004578 128005518
819 AC216247 1 63539446 63541925
820 AC216251 4 104613139 104617209
821 AC216253 1 197014553 197016806
822 AC216256 9 78299388 78299804
